Severity,Start_Time,Weather_Condition,Visibility(mi),Temperature(F),Humidity(%),Pressure(in),Wind_Speed(mph),State,End_Time
2,2022-06-04 06:03:00,Thunderstorm,8.7,95.6,56.4,28.27,27.9,FL,2022-06-04 06:22:00
2,2022-12-10 21:56:00,Cloudy,3.7,30.5,32.1,29.06,22.6,OH,2022-12-10 23:13:00
3,2022-12-07 23:26:00,Clear,9.3,70.1,85.9,30.86,23.7,CA,2022-12-07 23:58:00
4,2022-01-01 15:17:00,Snow,7.0,80.2,45.1,30.1,13.1,NY,2022-01-01 16:21:00
3,2022-01-28 03:44:00,Cloudy,2.7,82.2,56.3,30.26,15.3,IL,2022-01-28 05:18:00
1,2022-07-13 20:23:00,Fog,5.7,93.3,54.3,30.27,28.0,OH,2022-07-13 21:00:00
3,2022-07-02 00:11:00,Cloudy,5.4,30.3,81.8,28.18,11.3,PA,2022-07-02 01:54:00
4,2022-11-13 00:21:00,Thunderstorm,1.6,30.0,58.5,28.61,1.3,PA,2022-11-13 01:13:00
2,2022-10-07 23:17:00,Smoke,6.0,63.1,83.1,29.47,22.9,TX,2022-10-07 23:43:00
4,2022-04-18 07:42:00,Haze,3.3,32.1,25.9,29.1,17.2,TX,2022-04-18 09:04:00
4,2022-04-01 02:24:00,Smoke,0.7,98.2,35.3,29.23,24.4,TX,2022-04-01 03:46:00
4,2022-02-11 13:01:00,Rain,9.5,45.5,64.1,30.34,2.3,MI,2022-02-11 14:41:00
2,2022-06-01 05:01:00,Thunderstorm,6.5,63.1,95.8,28.04,18.6,GA,2022-06-01 06:37:00
4,2022-06-23 02:25:00,Haze,8.8,34.3,26.0,29.98,7.4,OH,2022-06-23 02:44:00
4,2022-10-31 22:11:00,Thunderstorm,6.8,66.5,23.4,28.0,27.1,CA,2022-10-31 23:55:00
4,2022-10-04 05:05:00,Rain,3.7,56.6,32.5,28.19,3.3,NC,2022-10-04 06:54:00
1,2022-05-29 16:47:00,Cloudy,5.2,33.1,71.3,29.22,25.3,GA,2022-05-29 17:12:00
4,2022-07-10 12:16:00,Snow,6.8,53.5,51.9,30.52,2.7,NC,2022-07-10 13:00:00
2,2022-08-22 12:06:00,Rain,9.6,57.4,86.0,28.43,0.8,NY,2022-08-22 12:24:00
4,2022-05-22 13:14:00,Rain,2.7,99.3,25.8,29.66,7.1,IL,2022-05-22 14:33:00
4,2022-03-02 06:35:00,Haze,8.8,44.6,35.7,30.04,10.0,IL,2022-03-02 06:43:00
2,2022-04-25 16:39:00,Fog,9.3,68.1,44.0,28.69,18.8,NC,2022-04-25 17:23:00
4,2022-08-17 08:21:00,Smoke,6.8,99.1,70.1,29.54,4.0,GA,2022-08-17 09:39:00
2,2022-06-19 08:37:00,Cloudy,9.3,85.4,74.8,30.73,13.1,MI,2022-06-19 10:08:00
4,2022-05-19 09:38:00,Rain,4.1,99.5,29.9,29.54,6.1,PA,2022-05-19 10:31:00
2,2022-12-13 10:03:00,Snow,9.5,97.8,95.5,28.47,25.7,MI,2022-12-13 10:58:00
4,2022-04-05 15:25:00,Clear,7.1,64.3,47.3,29.88,1.3,MI,2022-04-05 17:01:00
4,2022-03-13 02:52:00,Cloudy,0.6,78.7,77.1,29.78,10.7,CA,2022-03-13 03:22:00
1,2022-03-22 22:25:00,Fog,9.1,37.7,61.9,28.08,18.9,OH,2022-03-22 22:39:00
1,2022-10-18 16:36:00,Thunderstorm,4.9,60.9,37.8,28.27,27.4,NC,2022-10-18 17:56:00
4,2022-06-04 06:08:00,Rain,4.7,86.6,87.7,28.47,26.0,NY,2022-06-04 07:41:00
4,2022-09-15 02:50:00,Snow,5.8,65.4,85.5,28.41,26.9,NY,2022-09-15 04:41:00
3,2022-07-19 01:43:00,Cloudy,1.7,79.2,51.7,28.78,1.9,IL,2022-07-19 03:08:00
2,2022-09-22 09:14:00,Snow,4.8,82.2,67.1,29.36,25.2,GA,2022-09-22 09:50:00
3,2022-01-11 09:55:00,Snow,8.3,47.7,40.6,29.12,23.4,IL,2022-01-11 10:13:00
1,2022-01-17 08:39:00,Smoke,0.4,91.3,75.2,30.67,27.1,NY,2022-01-17 10:13:00
1,2022-12-28 23:24:00,Haze,2.9,62.2,44.7,29.84,9.3,GA,2022-12-29 01:07:00
1,2022-09-01 21:13:00,Thunderstorm,0.2,44.7,87.5,30.63,27.4,IL,2022-09-01 21:56:00
1,2022-10-04 13:17:00,Fog,4.3,90.6,37.4,29.58,12.1,GA,2022-10-04 15:10:00
4,2022-11-05 20:35:00,Smoke,7.3,59.2,21.2,28.27,19.0,CA,2022-11-05 22:07:00
1,2022-12-05 22:11:00,Cloudy,8.0,82.5,41.5,29.39,12.7,FL,2022-12-05 23:32:00
4,2022-11-02 03:59:00,Rain,9.5,68.4,35.3,30.47,12.8,OH,2022-11-02 05:47:00
4,2022-01-18 17:17:00,Fog,6.2,56.7,60.7,28.58,16.4,CA,2022-01-18 17:37:00
1,2022-11-24 16:29:00,Rain,2.7,86.7,36.3,28.27,10.7,IL,2022-11-24 18:15:00
1,2022-10-16 12:26:00,Clear,9.3,70.9,81.1,28.99,23.8,PA,2022-10-16 13:43:00
2,2022-05-30 16:38:00,Snow,7.8,57.3,39.3,29.17,19.0,CA,2022-05-30 18:23:00
3,2022-11-27 15:11:00,Clear,5.8,37.7,76.6,28.92,20.7,OH,2022-11-27 15:21:00
1,2022-12-03 07:22:00,Haze,7.0,92.7,66.3,28.41,6.9,NC,2022-12-03 08:11:00
2,2022-11-16 10:54:00,Snow,9.3,32.5,98.9,28.75,29.1,NC,2022-11-16 12:07:00
2,2022-11-07 16:55:00,Thunderstorm,7.2,90.4,100.0,30.05,19.8,FL,2022-11-07 17:54:00
3,2022-12-26 01:19:00,Fog,3.8,55.2,89.6,29.16,5.9,NY,2022-12-26 02:48:00
4,2022-12-29 01:56:00,Rain,7.2,74.8,80.8,29.9,22.5,CA,2022-12-29 02:48:00
1,2022-03-15 09:26:00,Smoke,0.6,94.6,50.9,29.61,5.2,NY,2022-03-15 09:39:00
3,2022-07-04 08:31:00,Haze,4.0,40.6,80.3,29.65,1.9,IL,2022-07-04 09:40:00
1,2022-12-05 14:42:00,Thunderstorm,4.2,69.7,96.5,28.75,15.8,OH,2022-12-05 16:09:00
2,2022-05-29 05:36:00,Rain,1.8,83.5,21.9,29.56,16.6,IL,2022-05-29 06:24:00
2,2022-08-03 13:34:00,Fog,0.4,83.0,63.0,28.07,5.7,GA,2022-08-03 13:40:00
4,2022-02-06 10:06:00,Cloudy,1.5,66.8,37.4,29.3,10.5,OH,2022-02-06 11:59:00
2,2022-10-11 14:16:00,Haze,6.6,73.7,64.6,29.72,28.4,CA,2022-10-11 15:14:00
2,2022-10-24 16:14:00,Clear,8.1,83.0,57.3,28.55,8.6,TX,2022-10-24 18:04:00
3,2022-04-08 07:48:00,Clear,9.9,88.9,66.1,28.77,4.7,OH,2022-04-08 08:55:00
1,2022-01-22 14:05:00,Smoke,3.6,83.3,64.1,28.66,29.8,FL,2022-01-22 14:23:00
1,2022-08-09 15:15:00,Rain,6.1,54.8,96.8,28.21,9.1,TX,2022-08-09 16:15:00
3,2022-10-11 06:51:00,Rain,9.4,99.8,64.2,29.04,20.4,NC,2022-10-11 07:42:00
4,2022-12-30 21:26:00,Rain,1.8,60.4,87.7,30.94,6.9,MI,2022-12-30 22:52:00
1,2022-09-29 03:32:00,Haze,7.2,31.7,45.6,29.06,16.5,GA,2022-09-29 05:31:00
2,2022-01-04 23:50:00,Fog,7.6,55.4,55.0,29.38,11.6,GA,2022-01-05 01:41:00
1,2022-08-25 17:52:00,Cloudy,1.1,38.9,57.6,29.96,28.8,FL,2022-08-25 18:55:00
2,2022-12-22 09:20:00,Clear,8.6,38.5,42.3,29.95,13.0,MI,2022-12-22 10:55:00
4,2022-01-25 22:23:00,Thunderstorm,8.2,49.7,50.4,30.85,17.5,NC,2022-01-25 22:47:00
3,2022-05-22 08:41:00,Snow,0.5,33.7,67.9,30.57,28.3,GA,2022-05-22 09:41:00
1,2022-12-22 21:33:00,Haze,1.1,78.2,66.4,30.38,29.7,TX,2022-12-22 22:00:00
3,2022-10-24 21:30:00,Haze,0.7,35.2,70.9,30.85,3.0,OH,2022-10-24 23:08:00
1,2022-11-03 13:21:00,Fog,3.5,44.2,48.1,28.69,25.0,GA,2022-11-03 14:32:00
2,2022-10-25 11:55:00,Clear,5.2,36.5,45.3,29.85,11.5,OH,2022-10-25 13:23:00
3,2022-12-18 03:13:00,Smoke,5.4,34.4,68.9,30.66,17.8,NC,2022-12-18 03:52:00
1,2022-10-18 15:54:00,Cloudy,2.8,48.7,30.6,29.87,11.3,OH,2022-10-18 17:17:00
2,2022-12-04 06:11:00,Fog,9.1,70.0,40.2,30.93,12.0,OH,2022-12-04 07:59:00
3,2022-05-20 09:53:00,Thunderstorm,3.8,97.5,23.4,28.3,4.8,CA,2022-05-20 11:06:00
3,2022-01-23 07:01:00,Clear,0.6,91.3,25.8,29.32,17.2,TX,2022-01-23 08:45:00
1,2022-01-02 22:15:00,Fog,3.1,91.3,39.5,30.93,16.4,IL,2022-01-02 23:21:00
1,2022-12-07 13:19:00,Clear,5.4,42.3,21.6,29.14,5.7,CA,2022-12-07 14:23:00
1,2022-02-01 16:19:00,Clear,4.2,48.5,39.6,30.22,16.3,MI,2022-02-01 17:19:00
2,2022-06-25 06:28:00,Smoke,2.9,35.3,72.4,28.09,29.2,OH,2022-06-25 08:18:00
1,2022-10-14 15:15:00,Haze,1.5,84.5,24.9,30.08,21.4,IL,2022-10-14 16:53:00
3,2022-02-15 05:49:00,Cloudy,8.2,34.9,54.9,30.8,14.4,IL,2022-02-15 07:09:00
3,2022-01-19 11:36:00,Haze,10.0,69.0,93.0,29.15,27.5,GA,2022-01-19 12:15:00
1,2022-05-09 21:59:00,Snow,3.4,47.4,83.3,28.06,17.3,NC,2022-05-09 22:45:00
1,2022-05-24 16:23:00,Cloudy,3.9,47.0,44.4,28.08,4.1,MI,2022-05-24 18:17:00
4,2022-06-10 15:18:00,Clear,6.3,99.4,94.0,30.68,16.4,CA,2022-06-10 15:54:00
3,2022-09-02 16:45:00,Fog,7.2,83.0,46.4,30.17,5.4,MI,2022-09-02 18:36:00
2,2022-07-19 17:43:00,Thunderstorm,4.0,88.6,25.8,28.32,23.0,NY,2022-07-19 17:59:00
4,2022-09-08 21:49:00,Smoke,9.1,70.0,99.5,28.16,29.0,TX,2022-09-08 22:29:00
1,2022-02-08 19:03:00,Cloudy,5.7,91.0,89.6,30.41,10.8,NC,2022-02-08 21:00:00
1,2022-05-01 05:15:00,Snow,4.6,75.2,57.3,30.43,13.0,NC,2022-05-01 06:17:00
3,2022-12-11 04:54:00,Clear,6.5,96.2,73.3,28.36,12.6,CA,2022-12-11 05:30:00
1,2022-12-16 12:43:00,Thunderstorm,9.5,49.7,73.7,28.9,8.6,FL,2022-12-16 14:24:00
2,2022-10-11 18:24:00,Cloudy,8.0,71.7,35.6,30.34,23.8,MI,2022-10-11 19:28:00
3,2022-07-13 09:35:00,Haze,0.6,78.3,36.0,29.58,18.5,GA,2022-07-13 10:52:00
1,2022-04-04 21:23:00,Haze,3.5,57.5,57.6,30.87,1.9,TX,2022-04-04 22:46:00
3,2022-06-22 03:48:00,Cloudy,4.8,91.6,92.9,29.44,25.2,TX,2022-06-22 05:18:00
1,2022-05-14 08:03:00,Cloudy,3.3,98.6,20.8,30.03,5.6,TX,2022-05-14 08:56:00
1,2022-12-12 13:19:00,Cloudy,7.1,64.6,82.6,29.53,29.4,IL,2022-12-12 14:07:00
1,2022-07-10 16:37:00,Thunderstorm,8.3,57.3,24.6,30.83,11.3,NC,2022-07-10 16:45:00
2,2022-04-04 08:45:00,Haze,7.4,63.0,58.3,29.2,18.5,OH,2022-04-04 09:53:00
2,2022-10-08 05:51:00,Fog,9.9,89.7,71.0,28.69,2.3,OH,2022-10-08 07:44:00
3,2022-04-25 16:09:00,Snow,2.9,75.2,74.9,28.98,10.3,TX,2022-04-25 16:55:00
1,2022-04-17 19:57:00,Snow,8.8,33.1,24.7,30.56,24.1,TX,2022-04-17 20:25:00
1,2022-05-04 07:57:00,Smoke,7.7,68.0,53.5,29.49,14.3,IL,2022-05-04 09:04:00
2,2022-10-14 14:56:00,Clear,3.7,31.2,66.7,29.06,27.1,OH,2022-10-14 15:28:00
1,2022-11-29 06:14:00,Rain,7.4,84.5,25.3,29.63,17.3,OH,2022-11-29 07:04:00
2,2022-11-06 03:10:00,Fog,1.2,53.0,30.8,28.4,27.9,NC,2022-11-06 04:57:00
1,2022-07-19 19:10:00,Haze,7.9,63.0,73.1,28.02,29.5,FL,2022-07-19 19:48:00
3,2022-12-11 18:00:00,Clear,5.4,85.9,61.7,28.84,13.6,CA,2022-12-11 18:48:00
1,2022-10-21 23:50:00,Smoke,3.1,33.3,32.9,29.82,17.0,NC,2022-10-22 00:30:00
1,2022-10-08 06:01:00,Clear,6.6,41.1,62.8,30.14,25.0,CA,2022-10-08 07:58:00
4,2022-04-30 14:57:00,Cloudy,6.5,57.9,93.0,30.48,6.6,GA,2022-04-30 16:18:00
2,2022-06-05 13:41:00,Rain,2.3,46.1,21.2,30.78,25.8,IL,2022-06-05 15:15:00
1,2022-07-25 06:39:00,Haze,0.5,53.7,71.4,29.24,17.8,GA,2022-07-25 08:36:00
1,2022-12-20 01:53:00,Rain,4.4,99.9,25.9,30.22,21.8,OH,2022-12-20 02:33:00
4,2022-08-08 16:43:00,Fog,5.8,87.8,20.5,28.22,2.4,NC,2022-08-08 17:59:00
4,2022-03-23 03:21:00,Rain,8.8,91.9,32.1,28.17,23.0,TX,2022-03-23 03:27:00
2,2022-04-29 00:14:00,Clear,9.3,95.6,53.8,28.37,9.3,NC,2022-04-29 01:25:00
4,2022-03-02 04:54:00,Rain,5.4,53.9,84.2,29.35,24.2,MI,2022-03-02 05:23:00
3,2022-06-14 15:08:00,Rain,7.6,50.8,42.5,28.63,15.3,IL,2022-06-14 15:23:00
4,2022-03-12 10:07:00,Snow,4.5,46.4,70.1,28.86,8.2,IL,2022-03-12 10:42:00
3,2022-12-10 00:40:00,Haze,7.5,88.1,52.9,29.94,28.6,CA,2022-12-10 02:17:00
2,2022-10-20 18:34:00,Haze,2.2,77.6,38.7,29.08,23.0,PA,2022-10-20 19:31:00
2,2022-06-14 05:40:00,Clear,3.8,46.5,61.1,29.67,29.6,MI,2022-06-14 06:47:00
2,2022-05-27 15:04:00,Thunderstorm,6.4,56.4,83.8,29.24,10.9,MI,2022-05-27 16:20:00
2,2022-01-26 11:23:00,Rain,0.4,65.5,86.6,28.51,19.5,MI,2022-01-26 13:05:00
2,2022-03-21 05:31:00,Rain,7.3,67.0,87.7,28.22,18.3,MI,2022-03-21 06:06:00
3,2022-03-23 19:17:00,Cloudy,8.4,92.2,47.1,28.71,20.6,FL,2022-03-23 20:50:00
3,2022-10-13 07:14:00,Haze,4.1,56.6,83.5,28.17,1.1,MI,2022-10-13 08:19:00
2,2022-08-14 15:34:00,Rain,4.6,93.6,37.0,29.86,8.8,FL,2022-08-14 17:01:00
4,2022-07-23 21:44:00,Haze,8.5,60.9,79.1,30.39,27.3,FL,2022-07-23 23:20:00
1,2022-07-18 09:53:00,Rain,7.8,82.2,95.9,29.02,12.7,NY,2022-07-18 11:00:00
2,2022-11-19 10:30:00,Snow,3.0,95.1,21.1,29.16,28.8,NC,2022-11-19 11:32:00
4,2022-05-13 02:46:00,Clear,3.4,93.5,55.2,30.45,6.4,GA,2022-05-13 04:32:00
1,2022-03-17 22:53:00,Haze,6.9,34.0,71.8,28.67,29.9,PA,2022-03-17 23:00:00
2,2022-03-27 22:08:00,Fog,5.7,44.4,76.1,28.36,20.9,GA,2022-03-27 22:24:00
2,2022-10-27 08:18:00,Clear,1.8,63.4,34.1,29.5,23.3,GA,2022-10-27 09:00:00
3,2022-09-27 14:27:00,Cloudy,3.2,60.2,97.8,29.94,11.9,CA,2022-09-27 15:00:00
1,2022-03-03 03:39:00,Clear,9.0,74.9,69.2,29.8,27.2,NC,2022-03-03 04:35:00
1,2022-11-04 00:56:00,Rain,6.9,96.1,33.1,30.14,16.4,CA,2022-11-04 02:29:00
4,2022-05-18 17:03:00,Cloudy,9.9,37.9,21.6,28.17,20.4,TX,2022-05-18 17:39:00
3,2022-12-21 23:22:00,Clear,7.7,61.6,82.7,29.28,2.8,NC,2022-12-22 00:06:00
3,2022-11-25 20:53:00,Smoke,9.4,43.5,26.4,28.72,19.0,OH,2022-11-25 22:22:00
3,2022-07-04 07:26:00,Cloudy,2.3,92.6,31.3,30.28,26.4,MI,2022-07-04 08:45:00
3,2022-08-17 13:25:00,Smoke,7.8,97.5,66.0,30.62,5.3,CA,2022-08-17 14:17:00
1,2022-02-26 22:12:00,Fog,0.4,63.5,68.3,28.84,22.1,FL,2022-02-26 23:17:00
1,2022-08-23 11:09:00,Clear,6.8,37.3,75.0,28.29,0.8,CA,2022-08-23 12:24:00
2,2022-02-08 00:02:00,Haze,4.8,85.0,51.5,28.76,27.8,IL,2022-02-08 01:14:00
2,2022-05-07 07:30:00,Haze,3.6,78.8,81.9,28.31,29.5,NY,2022-05-07 08:19:00
3,2022-07-06 20:05:00,Thunderstorm,8.7,54.8,97.9,28.97,10.6,GA,2022-07-06 21:04:00
3,2022-03-23 13:53:00,Rain,8.6,92.1,41.7,29.61,3.2,NC,2022-03-23 15:33:00
3,2022-12-08 19:59:00,Smoke,0.4,98.3,76.2,30.92,19.8,NY,2022-12-08 21:14:00
2,2022-07-08 00:21:00,Cloudy,6.2,69.0,94.3,29.2,0.9,FL,2022-07-08 01:08:00
4,2022-09-30 01:35:00,Thunderstorm,3.8,69.6,74.9,28.66,14.5,NY,2022-09-30 02:25:00
4,2022-12-30 09:00:00,Thunderstorm,4.3,50.8,74.5,28.5,8.2,FL,2022-12-30 10:34:00
2,2022-08-14 23:57:00,Snow,8.4,70.9,37.9,28.52,14.2,PA,2022-08-15 01:00:00
2,2022-04-19 22:37:00,Smoke,3.2,60.8,62.8,28.58,0.5,CA,2022-04-19 23:16:00
2,2022-12-03 17:35:00,Cloudy,9.4,51.2,65.0,30.29,1.5,TX,2022-12-03 18:19:00
2,2022-11-04 16:26:00,Thunderstorm,2.0,34.7,76.0,28.18,0.5,GA,2022-11-04 17:03:00
2,2022-08-21 14:03:00,Snow,6.7,47.7,99.7,30.99,18.6,FL,2022-08-21 14:37:00
2,2022-03-25 09:02:00,Thunderstorm,6.8,43.8,22.7,29.57,16.8,NY,2022-03-25 09:22:00
3,2022-01-09 09:40:00,Rain,2.7,67.9,25.2,29.63,7.0,CA,2022-01-09 11:17:00
3,2022-08-10 15:25:00,Fog,3.4,72.1,26.2,29.07,19.4,FL,2022-08-10 15:54:00
3,2022-09-29 00:30:00,Smoke,8.4,72.6,79.4,30.07,26.5,CA,2022-09-29 01:15:00
3,2022-05-16 01:12:00,Snow,7.7,57.2,30.9,29.41,8.3,MI,2022-05-16 01:32:00
2,2022-06-12 15:16:00,Fog,3.4,59.5,69.8,28.99,25.0,IL,2022-06-12 16:56:00
4,2022-05-25 04:09:00,Cloudy,5.4,88.4,46.0,28.8,19.9,CA,2022-05-25 05:22:00
1,2022-07-16 12:46:00,Rain,0.8,63.3,56.6,30.78,1.0,NC,2022-07-16 14:28:00
2,2022-07-10 03:33:00,Snow,2.2,99.1,37.3,28.87,11.3,OH,2022-07-10 05:06:00
1,2022-07-09 14:22:00,Cloudy,5.0,60.8,89.3,29.31,15.2,GA,2022-07-09 14:50:00
4,2022-12-08 01:21:00,Thunderstorm,1.0,75.5,66.9,29.05,22.0,NC,2022-12-08 01:50:00
3,2022-05-23 04:00:00,Haze,8.5,33.5,95.6,28.26,8.6,MI,2022-05-23 04:32:00
4,2022-07-15 04:35:00,Clear,7.2,75.7,66.0,28.56,29.5,GA,2022-07-15 06:14:00
2,2022-03-06 11:56:00,Cloudy,9.4,89.6,29.9,28.57,20.5,FL,2022-03-06 13:02:00
3,2022-12-31 07:44:00,Fog,7.0,96.0,33.7,30.08,11.2,OH,2022-12-31 08:24:00
2,2022-08-02 16:00:00,Rain,9.4,99.8,99.1,29.22,2.9,OH,2022-08-02 17:37:00
3,2022-05-07 13:00:00,Rain,5.6,49.8,78.0,30.35,5.4,OH,2022-05-07 14:20:00
1,2022-03-21 02:56:00,Cloudy,6.1,70.3,23.9,30.13,14.6,GA,2022-03-21 04:38:00
1,2022-01-12 07:19:00,Thunderstorm,9.8,61.6,76.3,28.58,14.8,NY,2022-01-12 08:31:00
1,2022-05-19 16:57:00,Clear,6.5,69.5,53.0,29.69,23.0,PA,2022-05-19 18:18:00
4,2022-03-14 01:11:00,Smoke,0.5,41.0,44.6,30.23,21.8,TX,2022-03-14 01:52:00
2,2022-09-12 13:37:00,Fog,7.3,89.9,32.3,29.9,6.0,OH,2022-09-12 13:54:00
4,2022-02-19 13:46:00,Cloudy,9.1,93.7,87.2,29.8,17.8,NC,2022-02-19 15:37:00
1,2022-03-01 19:24:00,Cloudy,8.0,61.5,25.1,30.22,0.6,IL,2022-03-01 19:53:00
2,2022-09-13 11:34:00,Haze,5.9,49.6,43.2,28.17,12.0,NY,2022-09-13 12:16:00
1,2022-08-22 11:19:00,Rain,6.8,39.9,44.5,30.19,22.9,TX,2022-08-22 11:53:00
4,2022-03-05 19:51:00,Fog,9.9,77.9,32.9,28.82,12.0,OH,2022-03-05 20:42:00
4,2022-11-23 17:29:00,Clear,1.1,51.9,60.7,29.72,25.1,TX,2022-11-23 17:56:00
4,2022-11-07 14:04:00,Rain,6.7,93.7,20.9,28.73,29.3,TX,2022-11-07 14:47:00
1,2022-06-03 12:54:00,Cloudy,3.0,77.0,44.1,30.52,18.2,NC,2022-06-03 13:00:00
2,2022-09-19 03:16:00,Rain,6.5,75.2,94.7,29.44,4.4,TX,2022-09-19 04:51:00
2,2022-06-15 02:03:00,Rain,6.2,69.2,44.8,29.93,11.4,MI,2022-06-15 03:16:00
1,2022-08-20 10:32:00,Snow,1.7,33.2,48.8,30.38,0.3,FL,2022-08-20 10:53:00
2,2022-10-13 15:24:00,Rain,2.2,95.2,57.9,30.69,18.1,FL,2022-10-13 16:04:00
1,2022-02-27 12:06:00,Thunderstorm,6.3,74.0,64.9,30.2,24.6,TX,2022-02-27 12:16:00
2,2022-06-09 18:57:00,Rain,1.5,99.6,84.7,28.45,18.9,MI,2022-06-09 19:08:00
3,2022-05-18 03:18:00,Smoke,2.8,67.6,35.2,30.56,23.6,FL,2022-05-18 04:33:00
3,2022-12-05 11:56:00,Thunderstorm,8.4,79.7,89.7,29.86,24.0,NC,2022-12-05 12:38:00
4,2022-08-05 12:33:00,Fog,3.4,33.9,80.6,29.83,25.5,FL,2022-08-05 14:07:00
3,2022-12-07 01:49:00,Rain,5.0,74.2,77.8,30.76,8.0,IL,2022-12-07 02:10:00
3,2022-10-31 21:05:00,Clear,9.4,83.5,26.9,28.75,26.1,OH,2022-10-31 22:31:00
3,2022-06-11 06:04:00,Thunderstorm,2.4,84.5,21.7,28.72,19.6,CA,2022-06-11 08:00:00
1,2022-09-06 07:06:00,Thunderstorm,4.0,83.9,67.5,29.54,8.7,CA,2022-09-06 08:47:00
3,2022-11-03 05:40:00,Cloudy,6.1,45.8,89.1,30.25,29.6,MI,2022-11-03 06:47:00
3,2022-05-07 07:11:00,Fog,7.6,98.3,66.8,29.34,28.5,TX,2022-05-07 07:29:00
4,2022-08-26 04:38:00,Rain,9.0,99.7,37.1,29.9,17.2,CA,2022-08-26 06:34:00
3,2022-12-13 04:32:00,Haze,9.2,35.3,27.2,29.36,25.3,CA,2022-12-13 04:38:00
3,2022-09-04 16:39:00,Clear,7.8,95.6,76.0,29.83,7.8,MI,2022-09-04 17:57:00
2,2022-11-27 01:18:00,Cloudy,2.4,50.3,77.7,30.47,12.5,NY,2022-11-27 01:59:00
4,2022-07-24 05:07:00,Fog,0.4,78.2,33.8,28.54,5.5,MI,2022-07-24 06:12:00
4,2022-09-21 14:33:00,Smoke,4.0,53.7,22.3,30.09,15.6,FL,2022-09-21 15:39:00
4,2022-12-10 17:15:00,Thunderstorm,1.6,97.7,52.7,30.36,14.9,CA,2022-12-10 18:16:00
4,2022-06-13 21:18:00,Clear,7.2,37.1,66.6,29.34,6.4,FL,2022-06-13 22:06:00
4,2022-11-24 12:04:00,Smoke,6.7,64.8,76.5,28.97,20.2,CA,2022-11-24 12:32:00
4,2022-10-31 04:47:00,Rain,0.6,60.0,84.8,28.04,3.5,FL,2022-10-31 04:58:00
1,2022-07-25 23:49:00,Haze,8.4,52.8,68.8,30.39,1.9,NY,2022-07-26 00:26:00
3,2022-06-30 03:58:00,Snow,2.6,75.2,28.9,28.98,11.5,GA,2022-06-30 05:53:00
4,2022-04-15 12:48:00,Snow,4.4,39.2,74.6,29.07,12.3,FL,2022-04-15 13:54:00
3,2022-11-22 00:11:00,Fog,6.7,80.2,98.7,29.01,9.6,FL,2022-11-22 00:30:00
3,2022-07-26 17:38:00,Haze,4.4,98.6,92.4,29.5,7.7,NC,2022-07-26 19:28:00
1,2022-08-03 15:06:00,Clear,4.5,86.3,89.7,30.11,10.2,NC,2022-08-03 15:19:00
4,2022-07-11 08:33:00,Cloudy,0.8,90.2,44.2,30.32,4.9,PA,2022-07-11 09:29:00
2,2022-07-27 11:43:00,Clear,4.1,55.2,80.1,29.18,12.1,MI,2022-07-27 12:50:00
1,2022-06-10 13:02:00,Haze,7.7,52.7,88.1,29.99,27.1,NY,2022-06-10 13:16:00
2,2022-11-14 06:03:00,Smoke,9.2,66.2,74.3,30.16,6.7,MI,2022-11-14 07:21:00
3,2022-03-03 19:57:00,Thunderstorm,4.3,33.2,40.0,28.89,20.5,IL,2022-03-03 21:22:00
3,2022-05-11 21:27:00,Snow,4.4,96.2,96.3,28.29,4.3,NC,2022-05-11 22:59:00
1,2022-01-13 13:14:00,Fog,7.1,40.1,56.1,30.68,10.6,CA,2022-01-13 13:25:00
1,2022-07-22 20:27:00,Rain,9.4,93.2,30.4,30.03,9.6,OH,2022-07-22 20:51:00
2,2022-12-03 13:52:00,Clear,2.8,35.9,28.8,29.94,28.1,OH,2022-12-03 14:16:00
4,2022-01-12 03:41:00,Snow,4.5,87.6,71.8,28.18,12.8,MI,2022-01-12 05:29:00
2,2022-11-10 12:02:00,Cloudy,8.0,40.6,55.0,30.45,20.7,CA,2022-11-10 13:19:00
1,2022-04-22 00:42:00,Fog,6.2,32.7,27.6,29.7,18.1,CA,2022-04-22 01:25:00
2,2022-11-11 17:42:00,Rain,1.3,80.4,79.2,30.54,4.2,NC,2022-11-11 17:57:00
1,2022-07-17 21:04:00,Clear,6.4,49.6,83.9,30.92,28.2,OH,2022-07-17 21:40:00
2,2022-09-20 17:36:00,Cloudy,2.0,80.0,78.0,30.87,10.4,NY,2022-09-20 17:56:00
1,2022-12-15 17:35:00,Rain,5.2,68.9,36.2,30.57,1.3,NC,2022-12-15 18:51:00
1,2022-06-28 03:05:00,Thunderstorm,5.4,37.6,75.2,28.03,9.0,IL,2022-06-28 04:47:00
1,2022-05-24 10:28:00,Snow,8.8,95.2,20.9,30.66,10.1,FL,2022-05-24 11:26:00
4,2022-11-18 07:16:00,Thunderstorm,4.7,61.7,44.4,28.23,2.8,TX,2022-11-18 08:38:00
2,2022-11-10 04:23:00,Snow,2.9,81.4,51.9,30.55,18.6,NC,2022-11-10 05:44:00
2,2022-11-22 08:55:00,Cloudy,2.5,65.1,86.8,28.84,10.4,NY,2022-11-22 10:41:00
2,2022-12-11 10:45:00,Smoke,8.8,72.3,51.2,29.83,18.9,OH,2022-12-11 12:09:00
1,2022-01-10 04:33:00,Thunderstorm,1.9,51.2,20.9,28.11,0.2,CA,2022-01-10 05:06:00
